District,DMA,Channel,Week,Percent Of State,Dem GRPs,Rep GRPs,Net GRPs,Cost Per Impression,CPPs,Value Per Dollar,Change In State Voteshare,Change In DMA Voteshare,Forecasted Cand Dem GRPs,Forecasted Cand Rep GRPs,Cost,Cumulative,Speculative,Speculative -  Value Per Dollar
MT_class_2,Missoula MT,TV,2020-10-20,31.1%,8084,5422,2662,1.007,2679,.014,.01%,.02%,8110.708,3385,"$1,339,500.0","$37,146,144.0",0,.014
NC_class_2,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-27,8.0%,4926,1648,3278,.238,1662,.012,.01%,.08%,0,0,"$831,000.0","$38,633,644.0",0,.013
TX_class_2,Austin TX,TV,2020-10-27,9.6%,0,824,-824,.021,375,.016,.03%,.33%,0,0,"$187,500.0","$34,529,144.0",0,.013
TX_class_2,Austin TX,TV,2020-10-20,9.6%,0,679,-679,.021,375,.016,.03%,.34%,1186.9734,1209,"$187,500.0","$34,883,144.0",0,.013
NC_class_2,Chattanooga TN,TV,2020-10-20,.3%,0,0,0,1.067,305,.012,.00%,.34%,0,0,"$152,738.9","$38,918,884.0",1,.013
MT_class_2,Helena MT,TV,2020-10-20,7.7%,8690,2843,5847,1.177,733,.013,.00%,.02%,0,0,"$366,500.0","$37,802,644.0",0,.013
MI_class_2,Duluth MN-Superior WI,TV,2020-10-27,.2%,0,0,0,1.132,185,.012,.00%,.30%,0,0,"$92,500.0","$38,726,144.0",1,.012
GA_class_3,Jacksonville FL,TV,2020-10-20,2.0%,0,4,-4,.235,450,.012,.01%,.63%,0,0,"$225,000.0","$39,143,884.0",1,.012
NC_class_2,Wilmington NC,TV,2020-10-27,5.4%,2611,1479,1133,.052,247,.011,.00%,.02%,14459.314,734,"$123,500.0","$41,552,324.0",0,.012
NC_class_2,Raleigh-Durham (Fayetteville) NC,TV,2020-10-20,31.2%,8369,5164,3204,.061,1669,.010,.01%,.02%,3888.8774,0,"$834,500.0","$43,369,940.0",0,.011
MI_class_2,Green Bay-Appleton WI,TV,2020-10-20,.2%,0,0,0,1.655,375,.011,.00%,.36%,0,0,"$187,500.0","$42,535,440.0",1,.011
GA_class_3,Jacksonville FL,TV,2020-10-27,2.0%,0,0,0,.235,450,.010,.01%,.52%,0,0,"$225,000.0","$44,373,148.0",1,.011
NC_class_2,Chattanooga TN,TV,2020-10-27,.3%,0,0,0,1.067,305,.010,.00%,.30%,0,0,"$152,738.9","$43,683,148.0",1,.010
NC_class_2,Greensboro-High Point-Winston Salem NC,TV,2020-10-20,17.2%,8097,3538,4559,.068,1033,.010,.00%,.02%,0,0,"$516,500.0","$47,787,530.0",0,.010
AK_class_2,Anchorage AK,TV,2020-10-20,75.2%,4226,4547,-322,.217,850,.010,.02%,.02%,14321.53,9271,"$425,000.0","$44,148,148.0",0,.010
TX_class_2,Dallas-Fort Worth TX,TV,2020-10-27,29.3%,0,1283,-1283,.027,1591,.012,.09%,.29%,344.4059,0,"$795,615.7","$39,939,500.0",0,.010
MT_class_2,Spokane WA,TV,2020-10-20,2.0%,0,0,0,32.646,5265,.010,.01%,.30%,0,0,"$2,632,437.8","$47,098,084.0",1,.010
TX_class_2,Harlingen-Weslaco-Brownsville-McAllen TX,TV,2020-10-20,3.5%,0,0,0,.027,225,.011,.01%,.33%,705.76373,2117,"$112,477.7","$40,051,976.0",0,.009
TX_class_2,Houston TX,TV,2020-10-27,24.8%,0,1480,-1480,.027,1377,.011,.07%,.28%,484.49335,0,"$688,424.4","$40,740,400.0",0,.009
NC_class_2,Raleigh-Durham (Fayetteville) NC,TV,2020-10-27,31.2%,8917,3853,5064,.061,1669,.009,.00%,.02%,0,0,"$834,500.0","$49,830,460.0",0,.009
MN_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-27,.8%,0,0,0,.228,90,.004,.00%,.51%,0,0,"$45,127.4","$63,223,584.0",1,.009
TX_class_2,Houston TX,TV,2020-10-20,24.8%,0,1349,-1349,.027,1377,.011,.09%,.37%,1653.1241,0,"$688,424.4","$41,428,824.0",0,.009
TX_class_2,Dallas-Fort Worth TX,TV,2020-10-20,29.3%,0,1158,-1158,.027,1591,.011,.11%,.38%,2119.8372,95,"$795,615.7","$42,347,940.0",0,.009
AK_class_2,Anchorage AK,TV,2020-10-27,75.2%,3893,4286,-394,.217,850,.009,.01%,.02%,1284.7633,0,"$425,000.0","$48,995,960.0",0,.009
MI_class_2,Green Bay-Appleton WI,TV,2020-10-27,.2%,0,0,0,1.655,375,.009,.00%,.30%,0,0,"$187,500.0","$48,570,960.0",1,.009
TX_class_2,Corpus Christi TX,TV,2020-10-27,2.0%,0,0,0,.027,121,.010,.01%,.45%,0,0,"$60,467.7","$47,271,028.0",1,.009
TX_class_2,Corpus Christi TX,TV,2020-10-20,2.0%,0,0,0,.027,121,.010,.01%,.35%,1046.0327,1597,"$60,467.7","$43,530,410.0",0,.009
NC_class_2,Greensboro-High Point-Winston Salem NC,TV,2020-10-27,17.2%,8385,2715,5671,.068,1033,.008,.00%,.02%,0,0,"$516,500.0","$51,781,956.0",0,.009
AZ_class_2,Phoenix (Prescott) AZ,TV,2020-10-20,79.0%,4510,2411,2099,.030,1250,.008,.01%,.02%,12572.874,4365,"$625,000.0","$53,199,456.0",0,.008
CO_class_2,Albuquerque-Santa Fe NM,TV,2020-10-20,1.6%,0,0,0,.741,578,.008,.00%,.30%,0,0,"$289,236.8","$53,488,692.0",1,.008
TX_class_2,Harlingen-Weslaco-Brownsville-McAllen TX,TV,2020-10-27,3.5%,0,0,0,.027,225,.010,.01%,.31%,0,980,"$112,477.7","$47,210,560.0",0,.008
MT_class_2,Billings MT,TV,2020-10-27,22.2%,11939,6551,5388,.853,1585,.008,.00%,.01%,0,0,"$792,500.0","$52,574,456.0",0,.008
TX_class_2,El Paso TX (Las Cruces NM),TV,2020-10-20,2.7%,0,0,0,.034,209,.009,.01%,.32%,788.3471,2409,"$104,674.1","$47,892,204.0",0,.008
MN_class_2,Sioux Falls (Mitchell) SD,TV,2020-10-20,.8%,0,0,0,.228,90,.004,.01%,.63%,0,0,"$45,127.4","$62,868,770.0",1,.008
TX_class_2,Tyler-Longview (Lufkin & Nacogdoches) TX,TV,2020-10-20,2.9%,0,0,0,.027,159,.009,.01%,.31%,2266.3018,3102,"$79,314.4","$47,971,520.0",0,.007
TX_class_2,Waco-Temple-Bryan TX,TV,2020-10-20,3.6%,0,0,0,.027,208,.009,.01%,.31%,1942.6893,2696,"$103,811.1","$48,075,332.0",0,.007
TX_class_2,Amarillo TX,TV,2020-10-27,1.5%,0,0,0,.033,105,.008,.01%,.45%,0,0,"$52,475.9","$50,331,340.0",1,.007
TX_class_2,Tyler-Longview (Lufkin & Nacogdoches) TX,TV,2020-10-27,2.9%,0,0,0,.027,159,.009,.01%,.27%,1046.4894,1608,"$79,314.4","$48,154,650.0",0,.007
TX_class_2,Waco-Temple-Bryan TX,TV,2020-10-27,3.6%,0,0,0,.027,208,.009,.01%,.28%,792.8183,1393,"$103,811.1","$48,258,460.0",0,.007
NC_class_2,Charlotte NC,TV,2020-10-20,27.3%,7418,5853,1566,.096,2343,.007,.01%,.02%,0,0,"$1,171,500.0","$56,989,164.0",0,.007
TX_class_2,Victoria TX,TV,2020-10-20,.3%,0,0,0,.027,19,.008,.00%,.31%,2404.7395,3270,"$9,398.4","$50,216,988.0",0,.007
TX_class_2,Beaumont-Port Arthur TX,TV,2020-10-20,1.7%,0,0,0,.027,97,.008,.01%,.30%,2512.8801,3439,"$48,576.4","$49,979,036.0",0,.007
TX_class_2,Abilene-Sweetwater TX,TV,2020-10-20,1.2%,0,0,0,.027,65,.008,.00%,.31%,2381.5781,3235,"$32,710.5","$50,011,748.0",0,.007
TX_class_2,Lubbock TX,TV,2020-10-20,1.6%,0,0,0,.027,90,.008,.00%,.31%,2249.2605,3041,"$45,180.3","$50,149,428.0",0,.007
TX_class_2,San Angelo TX,TV,2020-10-20,.6%,0,0,0,.027,31,.008,.00%,.30%,2484.5557,3394,"$15,518.1","$50,164,948.0",0,.007
TX_class_2,Odessa-Midland TX,TV,2020-10-20,1.4%,0,0,0,.027,85,.008,.00%,.31%,1983.7787,2679,"$42,641.1","$50,207,588.0",0,.007
TX_class_2,Amarillo TX,TV,2020-10-20,1.5%,0,0,0,.033,105,.008,.01%,.34%,1329.1852,1896,"$52,475.9","$50,278,864.0",0,.007
TX_class_2,San Antonio TX,TV,2020-10-20,10.1%,0,883,-883,.033,700,.008,.03%,.34%,1531.557,1054,"$350,000.0","$50,770,180.0",0,.007
TX_class_2,Laredo TX,TV,2020-10-20,.8%,0,0,0,.027,49,.008,.00%,.33%,1631.8014,2241,"$24,745.4","$50,420,180.0",0,.007
TX_class_2,Beaumont-Port Arthur TX,TV,2020-10-27,1.7%,0,0,0,.027,97,.008,.00%,.27%,1214.9045,1773,"$48,576.4","$50,379,916.0",0,.007
TX_class_2,Lubbock TX,TV,2020-10-27,1.6%,0,0,0,.027,90,.008,.00%,.27%,1028.8213,1580,"$45,180.3","$50,848,070.0",0,.007
TX_class_2,Odessa-Midland TX,TV,2020-10-27,1.4%,0,0,0,.027,85,.008,.00%,.29%,818.48755,1375,"$42,641.1","$50,890,710.0",0,.007
TX_class_2,San Angelo TX,TV,2020-10-27,.6%,0,0,0,.027,31,.008,.00%,.27%,1195.9812,1753,"$15,518.1","$50,395,436.0",0,.007
TX_class_2,Abilene-Sweetwater TX,TV,2020-10-27,1.2%,0,0,0,.027,65,.008,.00%,.27%,1125.0159,1678,"$32,710.5","$50,802,892.0",0,.007
TX_class_2,Victoria TX,TV,2020-10-27,.3%,0,0,0,.027,19,.008,.00%,.27%,1141.269,1695,"$9,398.4","$50,226,388.0",0,.007
TX_class_2,San Antonio TX,TV,2020-10-27,10.1%,0,1031,-1031,.033,700,.008,.03%,.31%,425.32715,0,"$350,000.0","$51,265,456.0",0,.007
AZ_class_2,Phoenix (Prescott) AZ,TV,2020-10-27,79.0%,4616,2465,2152,.030,1250,.006,.01%,.01%,0,0,"$625,000.0","$58,452,370.0",0,.007
TX_class_2,Laredo TX,TV,2020-10-27,.8%,0,0,0,.027,49,.008,.00%,.30%,503.73273,1103,"$24,745.4","$50,915,456.0",0,.007
TX_class_2,El Paso TX (Las Cruces NM),TV,2020-10-27,2.7%,0,0,0,.034,209,.007,.01%,.45%,0,0,"$104,674.1","$53,593,370.0",1,.007
MT_class_2,Missoula MT,TV,2020-10-27,31.1%,8183,6107,2075,1.007,2679,.007,.00%,.01%,0,0,"$1,339,500.0","$55,817,664.0",0,.006
TX_class_2,Wichita Falls TX & Lawton OK,TV,2020-10-20,.8%,0,0,0,.050,87,.007,.00%,.59%,0,0,"$43,466.2","$54,478,164.0",1,.006
MT_class_2,Helena MT,TV,2020-10-27,7.7%,9056,3450,5606,1.177,733,.006,.00%,.01%,0,0,"$366,500.0","$58,818,868.0",0,.006
NC_class_2,Charlotte NC,TV,2020-10-27,27.3%,7262,3989,3273,.096,2343,.005,.00%,.02%,0,0,"$1,171,500.0","$60,147,736.0",0,.006
KS_class_2,Lincoln & Hastings-Kearney NE,TV,2020-10-20,.2%,0,0,0,4.859,244,.006,.00%,.37%,0,0,"$121,877.6","$57,111,040.0",1,.005
TX_class_2,Sherman TX-Ada OK,TV,2020-10-20,.5%,0,0,0,.067,71,.005,.00%,.59%,0,0,"$35,492.6","$58,976,236.0",1,.005
GA_class_3,Dothan AL,TV,2020-10-20,.1%,0,0,0,.660,63,.004,.00%,.63%,0,0,"$31,418.7","$62,900,188.0",1,.005
MN_class_2,La Crosse-Eau Claire WI,TV,2020-10-20,1.2%,0,0,0,.374,200,.002,.00%,.34%,0,0,"$100,000.0","$69,214,770.0",1,.005
KS_class_2,Lincoln & Hastings-Kearney NE,TV,2020-10-27,.2%,0,0,0,4.859,244,.006,.00%,.33%,0,0,"$121,877.6","$58,940,744.0",1,.005
TX_class_2,Wichita Falls TX & Lawton OK,TV,2020-10-27,.8%,0,0,0,.050,87,.005,.00%,.45%,0,0,"$43,466.2","$60,191,204.0",1,.005
MT_class_2,Spokane WA,TV,2020-10-27,2.0%,0,0,0,32.646,5265,.005,.00%,.14%,0,0,"$2,632,437.8","$62,823,640.0",1,.005
MN_class_2,La Crosse-Eau Claire WI,TV,2020-10-27,1.2%,0,0,0,.374,200,.001,.00%,.28%,0,0,"$100,000.0","$70,916,150.0",1,.004
GA_class_3,Dothan AL,TV,2020-10-27,.1%,0,0,0,.660,63,.004,.00%,.52%,0,0,"$31,418.7","$63,178,456.0",1,.004
CO_class_2,Albuquerque-Santa Fe NM,TV,2020-10-27,1.6%,0,0,0,.741,578,.004,.00%,.14%,0,0,"$289,236.8","$63,512,820.0",1,.004
TX_class_2,Sherman TX-Ada OK,TV,2020-10-27,.5%,0,0,0,.067,71,.004,.00%,.45%,0,0,"$35,492.6","$62,935,680.0",1,.004
TX_class_2,Shreveport LA,TV,2020-10-20,1.2%,0,0,0,.091,218,.004,.01%,.59%,0,0,"$108,856.8","$63,044,536.0",1,.004
MN_class_2,Minneapolis-St. Paul MN,TV,2020-10-27,81.0%,1476,0,1476,.027,925,.002,.02%,.02%,4112.041,862,"$462,500.0","$69,114,770.0",0,.004
MT_class_2,Rapid City SD,TV,2020-10-20,.1%,0,0,0,105.880,1070,.004,.00%,.30%,0,0,"$535,222.4","$64,048,044.0",1,.003
MN_class_2,Minneapolis-St. Paul MN,TV,2020-10-20,81.0%,1720,0,1720,.027,925,.002,.02%,.02%,6197.9937,1813,"$462,500.0","$69,677,260.0",0,.003
AZ_class_2,Albuquerque-Santa Fe NM,TV,2020-10-20,.8%,0,0,0,1.719,719,.003,.00%,.33%,0,0,"$359,382.4","$64,618,784.0",1,.003
AZ_class_2,Tucson (Sierra Vista) AZ,TV,2020-10-20,18.0%,4189,2361,1828,.080,750,.003,.00%,.02%,12576.341,13950,"$375,000.0","$64,993,784.0",0,.003
TX_class_2,Shreveport LA,TV,2020-10-27,1.2%,0,0,0,.091,218,.003,.01%,.45%,0,0,"$108,856.8","$64,259,400.0",1,.003
AZ_class_2,Tucson (Sierra Vista) AZ,TV,2020-10-27,18.0%,4362,2200,2162,.080,750,.002,.00%,.01%,2797.7983,439,"$375,000.0","$65,368,784.0",0,.002
OR_class_2,Bend OR,TV,2020-10-20,5.1%,0,0,0,.099,189,.000,.03%,.53%,0,0,"$94,387.5","$76,031,430.0",1,.002
AZ_class_2,Albuquerque-Santa Fe NM,TV,2020-10-27,.8%,0,0,0,1.719,719,.002,.00%,.21%,0,0,"$359,382.4","$65,728,170.0",1,.002
NC_class_2,Atlanta GA,TV,2020-10-20,.1%,0,0,0,7.431,875,.002,.00%,.34%,0,0,"$437,500.0","$66,790,668.0",1,.002
OR_class_2,Eugene OR,TV,2020-10-20,15.9%,0,0,0,.099,610,.000,.08%,.53%,0,0,"$304,820.0","$76,336,260.0",1,.002
GA_class_3,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-20,.9%,0,4,-4,1.553,1250,.002,.01%,.63%,0,0,"$625,000.0","$66,353,170.0",1,.002
OR_class_2,Medford-Klamath Falls OR,TV,2020-10-20,10.2%,0,0,0,.107,438,.000,.05%,.53%,0,0,"$219,233.5","$76,555,490.0",1,.002
GA_class_3,Greenville-Spartanburg SC-Asheville NC-Anderson SC,TV,2020-10-27,.9%,0,0,0,1.553,1250,.002,.00%,.52%,0,0,"$625,000.0","$68,652,270.0",1,.002
MT_class_2,Rapid City SD,TV,2020-10-27,.1%,0,0,0,105.880,1070,.002,.00%,.14%,0,0,"$535,222.4","$67,325,890.0",1,.002
NC_class_2,Atlanta GA,TV,2020-10-27,.1%,0,0,0,7.431,875,.002,.00%,.29%,0,0,"$437,500.0","$70,114,770.0",1,.002
VA_class_2,Harrisonburg VA,TV,2020-10-20,2.8%,871,0,871,.102,199,.000,.01%,.46%,0,778,"$99,631.6","$73,636,220.0",0,.002
VA_class_2,Charlottesville VA,TV,2020-10-20,2.7%,215,0,215,.099,183,.000,.01%,.42%,1934.2428,660,"$91,295.7","$74,567,096.0",0,.002
VA_class_2,Charlottesville VA,TV,2020-10-27,2.7%,311,0,311,.099,183,.000,.01%,.44%,583.3167,0,"$91,295.7","$74,658,390.0",1,.001
IL_class_2,Peoria-Bloomington IL,TV,2020-10-20,5.2%,0,0,0,.099,517,.000,.03%,.62%,0,0,"$258,303.0","$90,387,580.0",1,.001
VA_class_2,Richmond-Petersburg VA,TV,2020-10-20,19.1%,2001,0,2001,.099,1279,.000,.06%,.32%,0,3480,"$639,324.2","$75,297,720.0",0,.001
IL_class_2,Rockford IL,TV,2020-10-20,3.7%,0,0,0,.099,381,.000,.02%,.62%,0,0,"$190,530.3","$90,578,110.0",1,.001
IL_class_2,Champaign & Springfield-Decatur IL,TV,2020-10-20,7.7%,0,0,0,.099,782,.000,.05%,.62%,0,0,"$390,944.2","$90,969,060.0",1,.001
VA_class_2,Harrisonburg VA,TV,2020-10-27,2.8%,826,0,826,.102,199,.000,.01%,.51%,0,0,"$99,631.6","$74,475,800.0",1,.001
OR_class_2,Portland OR,TV,2020-10-20,66.3%,0,0,0,.119,3073,.000,.35%,.53%,0,0,"$1,536,525.1","$85,858,780.0",1,.001
VA_class_2,Richmond-Petersburg VA,TV,2020-10-27,19.1%,2203,0,2203,.099,1279,.000,.07%,.38%,0,719,"$639,324.2","$75,937,050.0",0,.001
OR_class_2,Bend OR,TV,2020-10-27,5.1%,0,0,0,.099,189,.000,.01%,.24%,0,0,"$94,387.5","$86,427,250.0",1,.001
IL_class_2,Peoria-Bloomington IL,TV,2020-10-27,5.2%,0,0,0,.099,517,.000,.02%,.48%,0,0,"$258,303.0","$91,227,360.0",1,.001
IL_class_2,Rockford IL,TV,2020-10-27,3.7%,0,0,0,.099,381,.000,.02%,.48%,0,0,"$190,530.3","$91,417,890.0",1,.001
IL_class_2,Champaign & Springfield-Decatur IL,TV,2020-10-27,7.7%,0,0,0,.099,782,.000,.04%,.48%,0,0,"$390,944.2","$91,808,830.0",1,.001
OR_class_2,Eugene OR,TV,2020-10-27,15.9%,0,0,0,.099,610,.000,.04%,.24%,0,0,"$304,820.0","$87,530,970.0",1,.001
IL_class_2,Davenport IA-Rock Island-Moline IL,TV,2020-10-20,3.4%,0,0,0,.143,505,.000,.02%,.62%,0,0,"$252,500.0","$92,486,340.0",1,.001
OR_class_2,Medford-Klamath Falls OR,TV,2020-10-27,10.2%,0,0,0,.107,438,.000,.02%,.24%,0,0,"$219,233.5","$87,750,200.0",1,.001
NM_class_2,El Paso TX (Las Cruces NM),TV,2020-10-27,9.3%,0,0,0,.495,766,.000,.04%,.46%,0,0,"$383,034.5","$72,412,600.0",1,.001
NM_class_2,El Paso TX (Las Cruces NM),TV,2020-10-20,9.3%,0,0,0,.495,766,.001,.06%,.61%,0,0,"$383,034.5","$72,029,570.0",1,.001
IL_class_2,Quincy IL-Hannibal MO-Keokuk IA,TV,2020-10-20,1.2%,0,0,0,.175,215,.000,.01%,.62%,0,0,"$107,723.9","$93,120,950.0",1,.001
IL_class_2,Chicago IL,TV,2020-10-20,67.9%,50,0,50,.109,7789,.000,.42%,.62%,0,0,"$3,894,655.8","$98,143,100.0",1,.001
OR_class_2,Portland OR,TV,2020-10-27,66.3%,0,0,0,.119,3073,.000,.16%,.24%,0,0,"$1,536,525.1","$89,286,730.0",1,.001
IL_class_2,Davenport IA-Rock Island-Moline IL,TV,2020-10-27,3.4%,0,0,0,.143,505,.000,.02%,.48%,0,0,"$252,500.0","$94,248,450.0",1,.001
VA_class_2,Norfolk-Portsmouth-Newport News VA,TV,2020-10-20,20.4%,2079,0,2079,.110,1613,.000,.05%,.25%,0,809,"$806,466.0","$78,168,420.0",0,.001
IL_class_2,Chicago IL,TV,2020-10-27,67.9%,52,0,52,.109,7789,.000,.33%,.48%,0,0,"$3,894,655.8","$103,157,870.0",1,.001
IL_class_2,Quincy IL-Hannibal MO-Keokuk IA,TV,2020-10-27,1.2%,0,0,0,.175,215,.000,.01%,.48%,0,0,"$107,723.9","$103,265,590.0",1,.001
NM_class_2,Amarillo TX,TV,2020-10-20,3.3%,0,0,0,.657,384,.000,.01%,.28%,0,0,"$192,025.2","$72,604,620.0",1,.001
VA_class_2,Washington DC (Hagerstown MD),TV,2020-10-27,37.9%,324,0,324,.224,5829,.000,.19%,.51%,0,0,"$2,914,513.2","$83,997,440.0",1,.001
VA_class_2,Washington DC (Hagerstown MD),TV,2020-10-20,37.9%,275,0,275,.224,5829,.000,.24%,.63%,0,0,"$2,914,513.2","$81,082,930.0",1,.001
VA_class_2,Tri-Cities TN-VA,TV,2020-10-20,2.7%,316,0,316,.313,650,.000,.02%,.63%,0,0,"$324,818.9","$84,322,260.0",1,.001
DE_class_2,Philadelphia PA,TV,2020-10-27,74.7%,0,0,0,.134,900,.000,.37%,.49%,0,0,"$450,000.0","$99,059,410.0",1,.001
VA_class_2,Norfolk-Portsmouth-Newport News VA,TV,2020-10-27,20.4%,2266,0,2266,.110,1613,.000,.06%,.27%,0,0,"$806,466.0","$77,361,950.0",1,.001
DE_class_2,Philadelphia PA,TV,2020-10-20,74.7%,0,0,0,.134,900,.000,.47%,.62%,0,0,"$450,000.0","$93,995,950.0",1,.000
NM_class_2,Amarillo TX,TV,2020-10-27,3.3%,0,0,0,.657,384,.000,.01%,.21%,0,0,"$192,025.2","$72,796,650.0",1,.000
VA_class_2,Roanoke-Lynchburg VA,TV,2020-10-20,13.3%,840,0,840,.099,948,.000,.02%,.17%,2625.02,3737,"$474,076.7","$86,332,860.0",0,.000
VA_class_2,Roanoke-Lynchburg VA,TV,2020-10-27,13.3%,1141,0,1141,.099,948,.000,.02%,.16%,1008.9764,1726,"$474,076.7","$86,901,330.0",0,.000
MS_class_2,Jackson MS,TV,2020-10-27,31.8%,0,0,0,.099,776,.034,.27%,.85%,0,0,"$387,925.4","$25,907,420.0",1,.000
IL_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-20,2.7%,0,0,0,.299,827,.000,.02%,.62%,0,0,"$413,306.4","$103,970,310.0",1,.000
DE_class_2,Salisbury MD,TV,2020-10-20,25.3%,0,0,0,.183,408,.000,.13%,.51%,0,0,"$203,804.1","$98,609,410.0",1,.000
DE_class_2,Salisbury MD,TV,2020-10-27,25.3%,0,0,0,.183,408,.000,.12%,.49%,0,0,"$203,804.1","$99,263,220.0",1,.000
VA_class_2,Tri-Cities TN-VA,TV,2020-10-27,2.7%,303,0,303,.313,650,.000,.01%,.51%,0,0,"$324,818.9","$87,226,140.0",1,.000
MS_class_2,Hattiesburg-Laurel MS,TV,2020-10-27,10.1%,0,0,0,.099,238,.030,.09%,.85%,0,0,"$119,109.6","$27,217,278.0",1,.000
MS_class_2,Columbus-Tupelo-West Point MS,TV,2020-10-27,16.3%,0,0,0,.102,406,.030,.14%,.85%,0,0,"$203,009.5","$27,420,288.0",1,.000
MS_class_2,Jackson MS,TV,2020-10-20,31.8%,0,32,-32,.099,776,.030,.24%,.75%,0,0,"$387,925.4","$27,098,168.0",1,.000
IL_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,TV,2020-10-27,2.7%,0,0,0,.299,827,.000,.01%,.48%,0,0,"$413,306.4","$104,383,620.0",1,.000
IL_class_2,St. Louis MO,TV,2020-10-20,7.3%,0,0,0,.368,2745,.000,.04%,.62%,0,0,"$1,372,299.1","$105,755,910.0",1,.000
MS_class_2,Columbus-Tupelo-West Point MS,TV,2020-10-20,16.3%,0,0,0,.102,406,.026,.12%,.76%,0,0,"$203,009.5","$28,321,130.0",1,.000
MS_class_2,Biloxi-Gulfport MS,TV,2020-10-27,10.8%,0,0,0,.099,306,.025,.09%,.85%,0,0,"$153,108.6","$28,900,146.0",1,.000
MS_class_2,Greenwood-Greenville MS,TV,2020-10-27,6.1%,0,0,0,.099,164,.025,.05%,.85%,0,0,"$81,798.4","$28,522,038.0",1,.000
MS_class_2,Hattiesburg-Laurel MS,TV,2020-10-20,10.1%,0,138,-138,.099,238,.026,.07%,.71%,0,0,"$119,109.6","$28,440,240.0",0,.000
IL_class_2,Terre Haute IN,TV,2020-10-20,.6%,0,0,0,.466,301,.000,.00%,.62%,0,0,"$150,435.1","$105,906,344.0",1,.000
MS_class_2,Meridian MS,TV,2020-10-27,5.0%,0,0,0,.118,146,.023,.04%,.85%,0,0,"$72,882.5","$29,079,432.0",1,.000
MS_class_2,Greenwood-Greenville MS,TV,2020-10-20,6.1%,0,0,0,.099,164,.023,.05%,.76%,0,0,"$81,798.4","$29,161,230.0",1,.000
IL_class_2,St. Louis MO,TV,2020-10-27,7.3%,0,0,0,.368,2745,.000,.03%,.48%,0,0,"$1,372,299.1","$107,278,640.0",1,.000
OR_class_2,Yakima-Pasco-Richland-Kennewick WA,TV,2020-10-20,1.7%,0,0,0,.716,529,.000,.01%,.53%,0,0,"$264,391.8","$90,129,280.0",1,.000
MS_class_2,Biloxi-Gulfport MS,TV,2020-10-20,10.8%,0,134,-134,.099,306,.022,.08%,.72%,0,0,"$153,108.6","$29,314,338.0",0,.000
MS_class_2,Meridian MS,TV,2020-10-20,5.0%,0,43,-43,.118,146,.021,.04%,.75%,0,0,"$72,882.5","$29,387,220.0",1,.000
VA_class_2,Bluefield-Beckley-Oak Hill WV,TV,2020-10-20,.4%,0,0,0,.782,266,.000,.00%,.63%,0,0,"$133,038.3","$89,575,810.0",1,.000
NM_class_2,Albuquerque-Santa Fe NM,TV,2020-10-27,87.2%,0,0,0,.107,1480,.000,.02%,.02%,3385.793,1284,"$739,943.2","$73,536,590.0",0,.000
IL_class_2,Terre Haute IN,TV,2020-10-27,.6%,0,0,0,.466,301,.000,.00%,.48%,0,0,"$150,435.1","$107,720,490.0",1,.000
VA_class_2,Bluefield-Beckley-Oak Hill WV,TV,2020-10-27,.4%,0,0,0,.782,266,.000,.00%,.51%,0,0,"$133,038.3","$89,864,890.0",1,.000
NM_class_2,Albuquerque-Santa Fe NM,TV,2020-10-20,87.2%,0,0,0,.107,1480,.000,.02%,.02%,10085.121,3451,"$739,943.2","$74,376,170.0",0,.000
OR_class_2,Yakima-Pasco-Richland-Kennewick WA,TV,2020-10-27,1.7%,0,0,0,.716,529,.000,.00%,.24%,0,0,"$264,391.8","$92,750,730.0",1,.000
MS_class_2,Memphis TN,TV,2020-10-27,14.3%,0,0,0,.390,1433,.007,.12%,.85%,0,0,"$716,328.3","$54,309,696.0",1,.000
IL_class_2,Evansville IN,TV,2020-10-20,.4%,0,0,0,1.508,639,.000,.00%,.62%,0,0,"$319,568.4","$108,513,900.0",1,.000
OR_class_2,Boise ID,TV,2020-10-20,.5%,0,0,0,2.391,583,.000,.00%,.53%,0,0,"$291,415.2","$103,557,010.0",1,.000
MS_class_2,Memphis TN,TV,2020-10-20,14.3%,0,18,-18,.390,1433,.006,.11%,.76%,0,0,"$716,328.3","$57,827,370.0",1,.000
IL_class_2,Evansville IN,TV,2020-10-27,.4%,0,0,0,1.508,639,.000,.00%,.48%,0,0,"$319,568.4","$108,833,470.0",1,.000
VA_class_2,Raleigh-Durham (Fayetteville) NC,TV,2020-10-20,.4%,0,0,0,3.067,850,.000,.00%,.63%,0,0,"$425,000.0","$92,233,830.0",1,.000
VA_class_2,Greensboro-High Point-Winston Salem NC,TV,2020-10-20,.2%,0,0,0,3.338,525,.000,.00%,.63%,0,0,"$262,500.0","$93,013,230.0",1,.000
VA_class_2,Raleigh-Durham (Fayetteville) NC,TV,2020-10-27,.4%,0,0,0,3.067,850,.000,.00%,.51%,0,0,"$425,000.0","$93,545,950.0",1,.000
VA_class_2,Greensboro-High Point-Winston Salem NC,TV,2020-10-27,.2%,0,0,0,3.338,525,.000,.00%,.51%,0,0,"$262,500.0","$98,405,600.0",1,.000
