District,DMA,Channel,Week,Percent Of State,Dem GRPs,Rep GRPs,Net GRPs,Cost Per Impression,CPPs,Value Per Dollar,Change In State Voteshare,Change In DMA Voteshare,Forecasted Cand Dem GRPs,Forecasted Cand Rep GRPs,Cost,Cumulative,Speculative,Speculative -  Value Per Dollar
OK_class_2,Wichita Falls TX & Lawton OK,Digital,2020-10-20,4.7%,0,0,0,.025,37,.000,.02%,.45%,165.37524,0,"$18,710.4",,1,.000
OK_class_2,Wichita Falls TX & Lawton OK,Digital,2020-10-27,4.7%,0,0,0,.025,37,.000,.02%,.41%,0,0,"$18,710.4",,1,.000
OK_class_2,Amarillo TX,Digital,2020-10-20,.5%,0,0,0,.025,4,.000,.00%,.42%,609.3394,224,"$1,968.1",,0,.000
OK_class_2,Amarillo TX,Digital,2020-10-27,.5%,0,0,0,.025,4,.000,.00%,.40%,0,0,"$1,968.1",,1,.000
OK_class_2,Oklahoma City OK,Digital,2020-10-20,49.5%,0,0,0,.025,354,.000,.21%,.41%,624.22205,266,"$176,887.3",,0,.000
OK_class_2,Oklahoma City OK,Digital,2020-10-27,49.5%,0,0,0,.025,354,.000,.20%,.40%,124.6912,0,"$176,887.3",,1,.000
OK_class_2,Sherman TX-Ada OK,Digital,2020-10-20,5.4%,0,0,0,.025,39,.000,.02%,.38%,1289.0226,2000,"$19,662.1",,0,.000
OK_class_2,Sherman TX-Ada OK,Digital,2020-10-27,5.4%,0,0,0,.025,39,.000,.02%,.34%,981.13293,2000,"$19,662.1",,0,.000
OK_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,Digital,2020-10-20,2.1%,0,0,0,.025,16,.000,.01%,.38%,1238.2533,1999,"$7,954.6",,0,.000
OK_class_2,Ft. Smith-Fayetteville-Springdale-Rogers AR,Digital,2020-10-27,2.1%,0,0,0,.025,16,.000,.01%,.34%,939.1624,2000,"$7,954.6",,0,.000
OK_class_2,Tulsa OK,Digital,2020-10-20,36.3%,0,0,0,.025,258,.000,.16%,.45%,0,0,"$129,210.5",,1,.000
OK_class_2,Tulsa OK,Digital,2020-10-27,36.3%,0,0,0,.025,258,.000,.15%,.40%,0,0,"$129,210.5",,1,.000
SD_class_2,Sioux City IA,Digital,2020-10-20,2.1%,0,0,0,.025,3,.000,.01%,.66%,0,0,"$1,730.1",,1,.000
SD_class_2,Sioux City IA,Digital,2020-10-27,2.1%,0,0,0,.025,3,.000,.01%,.58%,0,0,"$1,730.1",,1,.000
SD_class_2,Minot-Bismarck-Dickinson ND,Digital,2020-10-20,.2%,0,0,0,.025,0,.000,.00%,.51%,601.19037,595,$148.3,,0,.000
SD_class_2,Minot-Bismarck-Dickinson ND,Digital,2020-10-27,.2%,0,0,0,.025,0,.000,.00%,.58%,0,0,$148.3,,1,.000
SD_class_2,Sioux Falls (Mitchell) SD,Digital,2020-10-20,72.4%,0,0,0,.025,114,.000,.46%,.63%,109.885544,86,"$56,880.4",,1,.000
SD_class_2,Sioux Falls (Mitchell) SD,Digital,2020-10-27,72.4%,0,0,0,.025,114,.000,.42%,.58%,0,0,"$56,880.4",,1,.000
SD_class_2,Rapid City SD,Digital,2020-10-20,25.1%,0,0,0,.025,41,.000,.17%,.66%,0,0,"$20,590.3",,1,.000
SD_class_2,Rapid City SD,Digital,2020-10-27,25.1%,0,0,0,.025,41,.000,.15%,.58%,0,0,"$20,590.3",,1,.000
TN_class_2,Tri-Cities TN-VA,Digital,2020-10-20,7.5%,0,0,0,.025,105,.000,.04%,.51%,0,0,"$52,746.0",,1,.000
TN_class_2,Tri-Cities TN-VA,Digital,2020-10-27,7.5%,0,0,0,.025,105,.000,.03%,.38%,0,0,"$52,746.0",,1,.000
TN_class_2,Knoxville TN,Digital,2020-10-20,19.9%,0,0,0,.025,267,.000,.10%,.51%,0,0,"$133,722.3",,1,.000
TN_class_2,Knoxville TN,Digital,2020-10-27,19.9%,0,0,0,.025,267,.000,.08%,.38%,0,0,"$133,722.3",,1,.000
TN_class_2,Chattanooga TN,Digital,2020-10-20,10.0%,0,0,0,.025,132,.000,.05%,.51%,0,0,"$65,969.3",,1,.000
TN_class_2,Chattanooga TN,Digital,2020-10-27,10.0%,0,0,0,.025,132,.000,.04%,.38%,0,0,"$65,969.3",,1,.000
TN_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,Digital,2020-10-20,1.0%,0,0,0,.025,14,.000,.00%,.51%,0,0,"$6,934.8",,1,.000
TN_class_2,Paducah KY-Cape Girardeau MO-Harrisburg IL,Digital,2020-10-27,1.0%,0,0,0,.025,14,.000,.00%,.38%,0,0,"$6,934.8",,1,.000
TN_class_2,Jackson TN,Digital,2020-10-20,3.6%,0,0,0,.025,50,.000,.02%,.51%,0,0,"$24,904.5",,1,.000
TN_class_2,Jackson TN,Digital,2020-10-27,3.6%,0,0,0,.025,50,.000,.01%,.38%,0,0,"$24,904.5",,1,.000
TN_class_2,Memphis TN,Digital,2020-10-20,17.2%,0,0,0,.025,235,.000,.09%,.51%,0,0,"$117,623.6",,1,.000
TN_class_2,Memphis TN,Digital,2020-10-27,17.2%,0,0,0,.025,235,.000,.07%,.38%,0,0,"$117,623.6",,1,.000
TN_class_2,Nashville TN,Digital,2020-10-20,40.4%,0,0,0,.025,528,.000,.21%,.51%,0,0,"$263,804.0",,1,.000
TN_class_2,Nashville TN,Digital,2020-10-27,40.4%,0,0,0,.025,528,.000,.15%,.38%,0,0,"$263,804.0",,1,.000
TN_class_2,Huntsville-Decatur (Florence) AL,Digital,2020-10-20,.5%,0,0,0,.025,7,.000,.00%,.51%,0,0,"$3,552.3",,1,.000
TN_class_2,Huntsville-Decatur (Florence) AL,Digital,2020-10-27,.5%,0,0,0,.025,7,.000,.00%,.38%,0,0,"$3,552.3",,1,.000
WV_class_2,Pittsburgh PA,Digital,2020-10-20,6.9%,0,0,0,.025,27,.000,.05%,.67%,0,0,"$13,710.6",,1,.000
WV_class_2,Pittsburgh PA,Digital,2020-10-27,6.9%,0,0,0,.025,27,.000,.04%,.60%,0,0,"$13,710.6",,1,.000
WV_class_2,Washington DC (Hagerstown MD),Digital,2020-10-20,14.9%,0,0,0,.025,57,.000,.10%,.67%,0,0,"$28,271.0",,1,.000
WV_class_2,Washington DC (Hagerstown MD),Digital,2020-10-27,14.9%,0,0,0,.025,57,.000,.09%,.60%,0,0,"$28,271.0",,1,.000
WV_class_2,Wheeling WV-Steubenville OH,Digital,2020-10-20,8.7%,0,0,0,.025,35,.000,.06%,.67%,0,0,"$17,549.3",,1,.000
WV_class_2,Wheeling WV-Steubenville OH,Digital,2020-10-27,8.7%,0,0,0,.025,35,.000,.05%,.60%,0,0,"$17,549.3",,1,.000
WV_class_2,Bluefield-Beckley-Oak Hill WV,Digital,2020-10-20,15.0%,0,0,0,.025,59,.000,.10%,.67%,0,0,"$29,466.9",,1,.000
WV_class_2,Bluefield-Beckley-Oak Hill WV,Digital,2020-10-27,15.0%,0,0,0,.025,59,.000,.09%,.60%,0,0,"$29,466.9",,1,.000
WV_class_2,Charleston-Huntington WV,Digital,2020-10-20,33.6%,0,0,0,.025,127,.000,.19%,.58%,0,318,"$63,614.3",,0,.000
WV_class_2,Charleston-Huntington WV,Digital,2020-10-27,33.6%,0,0,0,.025,127,.000,.20%,.60%,0,0,"$63,614.3",,1,.000
WV_class_2,Harrisonburg VA,Digital,2020-10-20,.4%,0,0,0,.025,1,.000,.00%,.46%,632.1121,940,$725.4,,0,.000
WV_class_2,Harrisonburg VA,Digital,2020-10-27,.4%,0,0,0,.025,1,.000,.00%,.47%,85.63943,567,$725.4,,0,.000
WV_class_2,Roanoke-Lynchburg VA,Digital,2020-10-20,.5%,0,0,0,.025,2,.000,.00%,.47%,612.6026,923,$849.5,,0,.000
WV_class_2,Roanoke-Lynchburg VA,Digital,2020-10-27,.5%,0,0,0,.025,2,.000,.00%,.47%,65.047134,559,$849.5,,0,.000
WV_class_2,Parkersburg WV,Digital,2020-10-20,5.3%,0,0,0,.025,20,.000,.02%,.38%,0,1953,"$9,975.1",,0,.000
WV_class_2,Parkersburg WV,Digital,2020-10-27,5.3%,0,0,0,.025,20,.000,.03%,.60%,0,0,"$9,975.1",,1,.000
WV_class_2,Clarksburg-Weston WV,Digital,2020-10-20,14.6%,0,0,0,.025,54,.000,.08%,.52%,145.12561,592,"$26,898.8",,0,.000
WV_class_2,Clarksburg-Weston WV,Digital,2020-10-27,14.6%,0,0,0,.025,54,.000,.09%,.60%,0,0,"$26,898.8",,1,.000
WY_class_2,Denver CO,Digital,2020-10-20,20.1%,0,0,0,.025,18,.000,.14%,.67%,0,0,"$8,929.8",,1,.000
WY_class_2,Denver CO,Digital,2020-10-27,20.1%,0,0,0,.025,18,.000,.12%,.62%,0,0,"$8,929.8",,1,.000
WY_class_2,Billings MT,Digital,2020-10-20,8.1%,0,0,0,.025,7,.000,.05%,.67%,0,0,"$3,551.1",,1,.000
WY_class_2,Billings MT,Digital,2020-10-27,8.1%,0,0,0,.025,7,.000,.05%,.62%,0,0,"$3,551.1",,1,.000
WY_class_2,Idaho Falls-Pocatello ID,Digital,2020-10-20,5.5%,0,0,0,.025,4,.000,.04%,.67%,0,0,"$1,869.1",,1,.000
WY_class_2,Idaho Falls-Pocatello ID,Digital,2020-10-27,5.5%,0,0,0,.025,4,.000,.03%,.62%,0,0,"$1,869.1",,1,.000
WY_class_2,Cheyenne WY-Scottsbluff NE,Digital,2020-10-20,18.7%,0,0,0,.025,18,.000,.13%,.67%,0,0,"$8,852.6",,1,.000
WY_class_2,Cheyenne WY-Scottsbluff NE,Digital,2020-10-27,18.7%,0,0,0,.025,18,.000,.12%,.62%,0,0,"$8,852.6",,1,.000
WY_class_2,Rapid City SD,Digital,2020-10-20,8.7%,0,0,0,.025,7,.000,.06%,.67%,0,0,"$3,677.0",,1,.000
WY_class_2,Rapid City SD,Digital,2020-10-27,8.7%,0,0,0,.025,7,.000,.05%,.62%,0,0,"$3,677.0",,1,.000
WY_class_2,Casper-Riverton WY,Digital,2020-10-20,24.4%,0,0,0,.025,22,.000,.16%,.67%,0,0,"$11,246.9",,1,.000
WY_class_2,Casper-Riverton WY,Digital,2020-10-27,24.4%,0,0,0,.025,22,.000,.15%,.62%,0,0,"$11,246.9",,1,.000
WY_class_2,Salt Lake City UT,Digital,2020-10-20,14.5%,0,0,0,.025,13,.000,.10%,.67%,0,0,"$6,339.8",,1,.000
WY_class_2,Salt Lake City UT,Digital,2020-10-27,14.5%,0,0,0,.025,13,.000,.09%,.62%,0,0,"$6,339.8",,1,.000
